State,Region,Division,County,FIPS,GEOID,SMS Region,Year,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Excessive drinking,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Diabetic screening,Mammography screening,High school graduation,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone,2011 population estimate,Population that is not proficient in English,Population living in a rural area,Diabetes,HIV prevalence rate,Premature age-adjusted mortality,Infant mortality,Child mortality,Food insecurity,Limited access to healthy foods,Motor vehicle crash deaths,Drug poisoning deaths,Uninsured adults,Uninsured children,Health care costs,Could not see doctor due to cost,Other primary care providers,Median household income,Children eligible for free lunch,Homicide rate,Inadequate social support
AL,South,East South Central,Bullock County,1011,01011,Insuff Data,1/1/2015,10744,0.23,4.2,,0.14,0.378,0.432,3.8,0.328,0.234,,0.417,964.3,84.6,0.176,38,19,28,68.39,0.77,0.52,0.725,0.357,0.12,0.442,5.263,0.624,11.457,283.35,85.4,12.75,0.155,0.134,0.825,0.468,10639,0.037,0.514,0.176,409.1,498.5,,127.1,0.241,0.202,54.19,,0.232,0.041,9976,0.167,66,25937,0.86,,
AL,South,East South Central,Butler County,1013,01013,Region 16,1/1/2014,11006,0.199,3.9,3.5,0.1,0.305,0.383,6.352,0.369,0.473,0.109,0.154,639.2,61.5,0.164,34,29,19,128.3,0.78,0.58,0.72,0.462,0.109,0.421,,0.494,,452.92,70.8,12.82,0.251,0.165,0.887,0.321,20307,0.002,0.712,0.16,219.8,553,10.8,64,0.227,0.028,28.73,7.53,0.21,0.046,11331,0.185,34,30605,0.679,9.58,0.276
AL,South,East South Central,Butler County,1013,01013,Region 16,1/1/2015,10357,0.199,3.9,3.5,0.11,0.305,0.384,6,0.373,0.501,0.109,0.217,738.7,63.3,0.166,34,25,25,116.92,0.86,0.6,0.66,0.444,0.093,0.398,5.1,0.512,11.819,483.04,82.9,12.82,0.503,0.178,0.882,0.329,20265,0.002,0.712,0.161,219.8,528.1,,50.7,0.221,0.028,21.32,8.94,0.216,0.037,11378,0.185,39,31041,0.694,8.2,
AL,South,East South Central,Calhoun County,1015,01015,Region 16,1/1/2014,11097,0.227,5.2,5.1,0.09,0.244,0.332,6.642,0.333,0.405,0.116,0.2,663,50.7,0.169,67,46,63,91.53,0.8,0.55,0.787,0.508,0.076,0.314,,0.388,,553.33,78.4,12.89,0,0.145,0.844,0.265,117296,0.011,0.337,0.139,185.4,532.3,8,81.3,0.175,0.1,22.73,11.18,0.213,0.053,11246,0.184,32,39212,0.51,11.31,0.224
AL,South,East South Central,Calhoun County,1015,01015,Region 16,1/1/2015,10539,0.227,5.2,5.1,0.09,0.244,0.315,6.4,0.332,0.568,0.116,0.225,684.6,49.3,0.153,64,52,92,84.63,0.81,0.57,0.818,0.513,0.073,0.287,5.164,0.396,14.749,504.52,77.9,12.89,0,0.145,0.856,0.28,116736,0.008,0.337,0.132,185.4,527.2,8.3,77.9,0.172,0.1,17.54,12.06,0.197,0.037,11405,0.184,37,37898,0.53,12,
AL,South,East South Central,Chambers County,1017,01017,Region 16,1/1/2014,10368,0.385,5,4.3,0.12,0.241,0.354,6.071,0.387,0.344,,0.25,766.1,62.6,0.179,38,23,,88.79,0.84,0.66,0.8,0.471,0.093,0.347,,0.516,,575.7,77.5,12.97,0,0.171,0.844,0.332,34064,0.005,0.491,0.15,318.2,531.1,6.7,62.8,0.21,0.088,27.08,9.44,0.228,0.047,9436,0.225,6,32320,0.651,8.21,0.326
AL,South,East South Central,Chambers County,1017,01017,Region 16,1/1/2015,11864,0.385,5,4.3,0.12,0.241,0.397,5.7,0.353,0.628,,0.298,871.9,59.7,0.16,41,23,,66.66,0.86,0.62,0.759,0.477,0.073,0.347,5.28,0.548,18.495,553.46,78.3,12.97,0,0.171,0.865,0.343,34162,0.003,0.491,0.157,318.2,567.2,8.7,58.8,0.205,0.088,28.22,9.96,0.205,0.039,8948,0.225,9,33883,0.661,9.7,
AL,South,East South Central,Cherokee County,1019,01019,Region 16,1/1/2014,9409,0.242,6.1,5.2,0.09,0.244,0.314,8.166,0.342,0.149,0.149,0.303,268.6,52.2,0.172,27,15,15,100.16,0.88,0.6,0.72,0.535,0.071,0.299,,0.258,,335.88,80.9,12.93,0,0.102,0.805,0.415,26021,0.002,0.857,0.136,119.8,466.5,,72.7,0.15,0.001,25.78,12.89,0.214,0.051,10671,0.171,19,37868,0.508,,0.23
AL,South,East South Central,Cherokee County,1019,01019,Region 16,1/1/2015,10513,0.242,6.1,5.2,0.09,0.244,0.303,7.9,0.298,0.329,0.149,0.262,192.2,51.6,0.167,27,15,23,87.44,0.92,0.61,0.74,0.535,0.057,0.316,5.095,0.315,9.223,374.37,82.6,12.93,0,0.116,0.828,0.429,26203,0.001,0.857,0.137,119.8,499.1,,63.6,0.148,0.001,24.37,16.61,0.209,0.045,10851,0.171,23,37478,0.534,,
AL,South,East South Central,Chilton County,1021,01021,Region 16,1/1/2014,10330,0.205,4.6,4.9,0.1,0.201,0.383,8.105,0.315,0.427,0.093,0.246,321.2,57.7,0.202,18,20,14,79.7,0.87,0.61,0.73,0.433,0.065,0.302,,0.299,,692.29,99.3,12.93,0,0.162,0.807,0.478,43819,0.021,0.867,0.125,98.7,521.7,9.9,98.5,0.145,0.017,36.11,18.39,0.254,0.074,10849,0.147,2,39621,0.523,4.68,0.226
AL,South,East South Central,Chilton County,1021,01021,Region 16,1/1/2015,10911,0.205,4.6,4.9,0.1,0.201,0.37,7.9,0.318,0.326,0.093,0.292,353.7,58.3,0.192,18,20,34,62.6,0.89,0.67,0.76,0.389,0.058,0.337,4.538,0.315,15.062,407.4,83.9,12.93,0,0.169,0.815,0.472,43951,0.021,0.867,0.132,98.7,530.5,9.9,80.3,0.142,0.017,30.34,18.79,0.245,0.06,10168,0.147,2,41348,0.533,6.2,
AL,South,East South Central,Choctaw County,1023,01023,Insuff Data,1/1/2014,11985,0.316,5.6,4.6,0.12,0.199,0.389,6,0.379,0.303,,0.346,462.9,45.8,0.176,37,44,,48.35,0.84,0.55,0.775,0.435,0.09,0.301,,0.457,,111.71,80.7,12.82,0,0.111,0.825,0.42,13633,0,1,0.173,258,515.6,,,0.199,0.116,44.97,,0.219,0.063,9953,0.252,37,33390,0.683,,0.268
AL,South,East South Central,Choctaw County,1023,01023,Insuff Data,1/1/2015,13412,0.316,5.6,4.6,0.11,0.199,0.402,5.9,0.348,0.269,,0.375,550.1,42.3,0.161,37,45,,68.38,0.85,0.57,0.775,0.488,0.078,0.31,5.731,0.427,19.071,110.94,99.7,12.82,0.109,0.135,0.852,0.427,13426,0,1,0.174,258,531.1,,121.8,0.185,0.116,45.99,,0.204,0.048,11908,0.252,37,33581,0.711,,
AL,South,East South Central,Clarke County,1025,01025,Region 16,1/1/2014,9309,0.218,4.4,3,0.13,0.137,0.36,5.144,0.37,0.125,0.088,0.27,821.2,41.9,0.184,47,28,20,84.91,0.79,0.63,0.779,0.458,0.121,0.318,,0.481,,491.47,72.3,13.01,0.103,0.159,0.864,0.305,25161,0.001,0.76,0.157,117.8,452.2,9.5,48.8,0.244,0.112,31.34,,0.236,0.059,9764,0.126,28,34606,0.601,8.11,0.277
AL,South,East South Central,Clarke County,1025,01025,Region 16,1/1/2015,10709,0.218,4.4,3,0.13,0.137,0.352,5.1,0.31,0.394,0.088,0.317,890.3,41.9,0.17,48,28,36,79.96,0.77,0.59,0.734,0.43,0.108,0.353,7.181,0.525,17.885,464.12,76,13.01,0.074,0.152,0.85,0.325,25207,0.001,0.76,0.152,117.8,480.7,9.7,71.7,0.223,0.112,29.09,,0.221,0.045,9422,0.126,28,34593,0.606,7.5,
AL,South,East South Central,Clay County,1027,01027,Region 16,1/1/2014,9915,0.286,6,5.3,0.11,0.262,0.353,7.462,0.394,0.211,,0.308,454.5,52.1,0.192,36,15,7,107.29,0.86,0.61,0.825,0.409,0.093,0.3,,0.348,,287.42,65.5,12.92,0.079,0.136,0.801,0.396,13435,0.011,1,0.147,143.7,500.7,,77.8,0.176,0.019,20.32,,0.238,0.072,9661,0.223,30,34579,0.524,,0.266
AL,South,East South Central,Clay County,1027,01027,Region 16,1/1/2015,8959,0.286,6,5.3,0.11,0.262,0.374,7.3,0.376,0.211,,0.286,454,52.9,0.188,37,15,7,107.77,0.82,0.59,0.775,0.468,0.082,0.289,5.057,0.372,8.932,313.03,66.3,12.92,0.079,0.147,0.824,0.401,13486,0.011,1,0.149,143.7,490.8,,,0.169,0.019,20.51,,0.238,0.058,9934,0.223,30,33344,0.555,,
AL,South,East South Central,Cleburne County,1029,01029,Region 16,1/1/2014,10738,0.2,5.9,5.2,0.09,0.189,0.313,8.443,0.347,0.284,,0.154,269.6,53.5,0.167,20,7,33,96.4,0.86,0.49,0.92,0.471,0.069,0.26,,0.304,,284.18,85,12.96,0.014,0.136,0.793,0.482,14832,0.007,1,0.133,123.2,531.6,,,0.134,0.005,24.32,9.73,0.211,0.057,10573,0.227,27,38235,0.486,11.67,0.245
AL,South,East South Central,Cleburne County,1029,01029,Region 16,1/1/2015,10438,0.2,5.9,5.2,0.09,0.189,0.304,8.1,0.341,0.385,,0.148,384.3,57.4,0.16,20,7,40,81.84,0.86,0.46,0.89,0.486,0.062,0.276,5.241,0.302,8.765,224.33,82,12.96,0.029,0.144,0.789,0.474,14994,0.006,1,0.128,123.2,523.9,,71.6,0.138,0.005,19.27,10.6,0.204,0.046,11159,0.227,27,40407,0.502,,
AL,South,East South Central,Coffee County,1031,01031,Region 16,1/1/2014,8403,0.184,3.5,3.6,0.09,0.177,0.299,7.391,0.306,0.188,0.098,0.298,572,48.8,0.173,44,31,35,94.5,0.86,0.67,0.848,0.594,0.062,0.225,,0.363,,343.89,67.9,12.61,0,0.116,0.84,0.252,51252,0.022,0.472,0.126,140.3,398.2,9.3,95.2,0.151,0.074,23.78,6.02,0.219,0.062,9927,0.145,39,45631,0.363,3.31,0.227
AL,South,East South Central,Coffee County,1031,01031,Region 16,1/1/2015,8015,0.184,3.5,3.6,0.09,0.177,0.285,7.1,0.297,0.708,0.098,0.325,640,44.7,0.16,45,31,49,75.07,0.87,0.65,0.85,0.601,0.062,0.279,5.281,0.394,15.804,363.9,60.1,12.61,0.012,0.121,0.847,0.243,50938,0.023,0.472,0.13,140.3,398.4,9.8,70.1,0.15,0.074,21.26,6.12,0.205,0.049,9330,0.145,39,44666,0.385,3.5,
AL,South,East South Central,Colbert County,1033,01033,Region 16,1/1/2014,10591,0.259,4.4,4.8,0.1,0.296,0.322,7.494,0.307,0.521,0.074,0.137,598,53.2,0.15,55,38,15,78.01,0.89,0.64,0.756,0.564,0.076,0.253,,0.331,,364.67,77.1,12.71,0.027,0.134,0.876,0.275,54446,0.006,0.439,0.137,111.1,493.2,8.5,86.5,0.158,0.051,20.74,4.46,0.188,0.047,10670,0.177,73,39771,0.444,6.04,0.207
AL,South,East South Central,Colbert County,1033,01033,Region 16,1/1/2015,10657,0.259,4.4,4.8,0.1,0.296,0.339,7.2,0.319,0.465,0.074,0.14,683.2,52.3,0.143,55,40,18,78.75,0.89,0.67,0.78,0.564,0.068,0.258,4.765,0.347,17.999,372.9,70.9,12.71,0,0.14,0.888,0.26,54520,0.007,0.439,0.149,111.1,493.3,9.1,79.5,0.156,0.051,19.94,4.98,0.181,0.039,10689,0.177,84,40032,0.466,5.3,
AL,South,East South Central,Conecuh County,1035,01035,Region 16,1/1/2014,12942,0.183,4.4,5.2,0.12,0.229,0.363,4.776,0.373,0.028,,0.242,663.9,54.8,0.19,38,15,31,169.21,0.74,0.58,0.775,0.406,0.116,0.463,,0.479,,603.53,116.5,12.86,0,0.137,0.904,0.367,12981,0.002,0.809,0.177,280.5,572.9,,79.5,0.244,0.148,47.98,10.66,0.24,0.059,10934,0.215,15,27110,0.813,10.66,
AL,South,East South Central,Conecuh County,1035,01035,Region 16,1/1/2015,13362,0.183,4.4,5.2,0.14,0.229,0.391,4.6,0.354,0.001,,0.172,808.9,54.9,0.182,39,16,31,154.16,0.72,0.61,0.825,0.4,0.103,0.434,5.715,0.469,11.555,612.84,101.6,12.86,0,0.206,0.949,0.426,12887,0.005,0.809,0.185,280.5,593.6,,116.9,0.228,0.148,36.55,,0.233,0.047,11037,0.215,23,27196,0.813,,
AL,South,East South Central,Coosa County,1037,01037,Insuff Data,1/1/2014,11435,0.258,4,4.6,0.12,0.3,0.343,6.947,0.318,0.176,,0.545,700.1,48.6,0.161,,,,88.77,0.81,0.58,0.475,0.294,0.082,0.311,,0.416,,269.81,101.2,12.93,0,0.145,0.831,0.425,10966,0.004,1,0.156,132.7,525.8,,,0.178,0.065,33.6,,0.195,0.056,10013,0.25,18,32960,0.65,,
AL,South,East South Central,Coosa County,1037,01037,Insuff Data,1/1/2015,12160,0.258,4,4.6,0.12,0.3,0.372,6.8,0.319,0.263,,0.478,474.2,49.2,0.167,,,,72.58,0.84,0.64,0.775,0.315,0.081,0.309,5.005,0.435,10.943,290.92,99.8,12.93,0,0.159,0.829,0.439,10898,0.006,1,0.162,132.7,574,,,0.169,0.065,25.31,,0.202,0.053,9815,0.25,18,35175,0.678,,
AL,South,East South Central,Covington County,1039,01039,Insuff Data,1/1/2014,9830,0.25,4.2,5.2,0.1,0.287,0.338,7.606,0.385,0.478,0.109,0.275,449.3,69.2,0.177,53,34,31,124.13,0.83,0.63,0.77,0.492,0.075,0.34,,0.394,,311.85,83,12.71,0,0.151,0.813,0.247,37955,0.006,0.697,0.137,130.4,473.9,8.5,87.7,0.163,0.03,30.53,4.96,0.225,0.053,10912,0.2,47,34017,0.47,4.2,0.151
AL,South,East South Central,Covington County,1039,01039,Insuff Data,1/1/2015,9667,0.25,4.2,5.2,0.09,0.287,0.323,7.3,0.375,0.566,0.109,0.333,503.2,68.6,0.173,47,34,50,114.84,0.82,0.65,0.805,0.517,0.072,0.292,4.556,0.39,12.383,242.18,70.9,12.71,0,0.164,0.807,0.241,37886,0.006,0.697,0.138,130.4,469.3,8.8,73.3,0.16,0.03,23.86,4.92,0.223,0.044,10626,0.2,50,35187,0.484,,
AL,South,East South Central,Crenshaw County,1041,01041,Insuff Data,1/1/2014,9645,0.203,4,3.8,0.09,0.166,0.357,6.182,0.339,0.304,,0.278,553.5,53.6,0.192,22,14,21,106.25,0.77,0.57,0.875,0.434,0.072,0.29,,0.45,,357.87,86.1,12.75,0,0.13,0.802,0.458,14083,0.012,1,0.148,176.4,499,,74.2,0.168,0.158,35.01,,0.236,0.081,9768,0.148,71,33648,0.504,,0.177
AL,South,East South Central,Crenshaw County,1041,01041,Insuff Data,1/1/2015,9103,0.203,4,3.8,0.09,0.166,0.371,5.9,0.323,0.356,,0.3,468.7,53.6,0.164,14,14,21,87.95,0.79,0.61,0.925,0.431,0.063,0.313,5.659,0.426,11.361,441.53,81.6,12.75,0,0.117,0.803,0.472,13986,0.012,1,0.159,176.4,442,,,0.167,0.158,31.74,,0.21,0.05,10459,0.148,72,34105,0.522,,
AL,South,East South Central,Cullman County,1043,01043,Region 16,1/1/2014,9060,0.214,3.9,4.4,0.09,0.22,0.324,8.172,0.315,0.335,0.109,0.237,321.6,55.9,0.179,57,43,65,73.02,0.87,0.67,0.769,0.535,0.064,0.256,,0.271,,181.25,79.6,12.53,0,0.133,0.806,0.346,80440,0.014,0.732,0.13,58.8,467,7.2,55.9,0.134,0.032,32.53,7.19,0.225,0.06,10674,0.172,51,37938,0.448,3.05,0.167
AL,South,East South Central,Cullman County,1043,01043,Region 16,1/1/2015,8967,0.214,3.9,4.4,0.09,0.22,0.344,7.8,0.308,0.381,0.109,0.205,317,56.1,0.181,56,43,89,57.04,0.89,0.66,0.83,0.557,0.055,0.226,4.833,0.3,12.68,201.19,74.6,12.53,0,0.14,0.83,0.342,80811,0.013,0.732,0.134,58.8,452.2,6.4,49.9,0.137,0.032,26.04,9.81,0.23,0.051,10210,0.172,53,40142,0.42,2.8,
AL,South,East South Central,Dale County,1045,01045,Region 16,1/1/2014,8912,0.212,4.9,3.9,0.09,0.212,0.353,6.797,0.311,0.207,0.144,0.378,577.5,50.5,0.156,24,31,37,70.52,0.85,0.64,0.766,0.628,0.073,0.28,,0.316,,417.94,68,12.52,0,0.111,0.837,0.244,50444,0.011,0.509,0.139,317.3,453.1,6.9,76.6,0.166,0.103,21.34,8.36,0.199,0.051,10782,0.126,56,40125,0.519,5.77,0.171
AL,South,East South Central,Dale County,1045,01045,Region 16,1/1/2015,8571,0.212,4.9,3.9,0.09,0.212,0.344,6.4,0.305,0.494,0.144,0.4,547.1,48.4,0.147,18,34,70,63.98,0.83,0.66,0.767,0.618,0.071,0.282,5.052,0.339,12.291,395.76,61.1,12.52,0,0.114,0.847,0.258,49884,0.013,0.509,0.145,317.3,440.6,6.4,64.9,0.167,0.103,20.06,8.02,0.192,0.037,10430,0.126,66,41805,0.546,7.3,
AL,South,East South Central,Dallas County,1047,01047,Region 16,1/1/2014,12899,0.252,3.9,3.6,0.13,0.206,0.414,3.694,0.345,0.452,0.12,0.517,1262.3,74.6,0.159,67,32,25,86.59,0.75,0.62,0.71,0.434,0.137,0.596,,0.653,,794.32,80.8,12.93,0,0.224,0.81,0.216,42864,0.002,0.456,0.151,362.5,585.4,8.6,86.8,0.315,0.116,26.81,4.85,0.21,0.044,10281,0.238,12,27400,0.77,19.7,0.334
AL,South,East South Central,Dallas County,1047,01047,Region 16,1/1/2015,12349,0.252,3.9,3.6,0.13,0.206,0.417,3.6,0.332,0.59,0.12,0.588,1525.8,71.7,0.145,77,33,48,69.59,0.77,0.63,0.723,0.443,0.127,0.496,6.537,0.689,13.531,781.84,80.7,12.93,0,0.235,0.818,0.211,41996,0.002,0.456,0.164,362.5,598.5,7.1,71.9,0.289,0.116,27.4,5.22,0.194,0.034,9831,0.238,14,27524,0.791,20.6,
AL,South,East South Central,DeKalb County,1049,01049,Region 16,1/1/2014,9153,0.204,4.7,4.9,0.09,0.18,0.324,7.887,0.313,0.409,0.101,0.207,207.4,60.4,0.233,35,24,4,92.38,0.88,0.54,0.86,0.39,0.085,0.304,,0.337,,169.35,78.3,12.93,0.013,0.142,0.846,0.265,71080,0.047,0.901,0.129,76.2,475.2,7.7,53.2,0.153,0.023,25.35,11.75,0.29,0.1,10203,0.202,34,37644,0.587,2.68,0.262
AL,South,East South Central,DeKalb County,1049,01049,Region 16,1/1/2015,9413,0.204,4.7,4.9,0.09,0.18,0.321,7.8,0.294,0.424,0.101,0.277,298.3,59.1,0.217,41,24,18,87.22,0.9,0.56,0.838,0.399,0.07,0.303,4.385,0.288,9.426,243.43,88,12.93,0.013,0.144,0.859,0.288,71013,0.04,0.901,0.136,76.2,468.7,7.4,58.8,0.141,0.023,20.5,15.83,0.282,0.064,10505,0.202,38,36713,0.601,3.3,
AL,South,East South Central,Elmore County,1051,01051,Region 16,1/1/2014,8604,0.167,4.4,4.4,0.09,0.214,0.306,7.621,0.309,0.381,0.103,0.424,499,42.3,0.14,27,13,12,81.07,0.83,0.66,0.744,0.565,0.068,0.205,,0.302,,142.74,78.1,12.91,0.065,0.115,0.857,0.451,80629,0.011,0.542,0.123,224.1,432.5,7.4,73.3,0.144,0.066,25.94,5.45,0.176,0.054,9674,0.151,15,52324,0.41,6.2,0.149
AL,South,East South Central,Elmore County,1051,01051,Region 16,1/1/2015,8198,0.167,4.4,4.4,0.09,0.214,0.301,7.4,0.305,0.68,0.103,0.386,548.2,42.1,0.132,30,14,14,70.3,0.84,0.66,0.745,0.559,0.06,0.202,4.043,0.295,10.046,178.73,71.1,12.91,0.062,0.124,0.862,0.448,80902,0.01,0.542,0.133,224.1,406.2,7.1,72.4,0.141,0.066,20.96,6.74,0.168,0.044,10303,0.151,16,51650,0.426,7.8,
AL,South,East South Central,Escambia County,1053,01053,Region 16,1/1/2014,10538,0.281,5.2,4.7,0.11,0.209,0.369,6.379,0.387,0.271,0.077,0.41,567,69.8,0.193,58,32,22,117.36,0.77,0.61,0.765,0.458,0.089,0.376,,0.506,,537.7,104.2,12.92,0.005,0.147,0.82,0.28,37994,0.001,0.635,0.132,163,497.3,10.2,76.4,0.201,0.076,37.31,20.35,0.249,0.061,11283,0.149,24,33588,0.617,9.42,0.205
AL,South,East South Central,Escambia County,1053,01053,Region 16,1/1/2015,11112,0.281,5.2,4.7,0.11,0.209,0.383,6.1,0.374,0.608,0.077,0.39,552.7,68.4,0.196,47,39,34,117.39,0.82,0.6,0.77,0.447,0.08,0.371,5.475,0.492,15.002,564.87,103.4,12.92,0.017,0.143,0.86,0.297,37983,0.002,0.635,0.134,163,542.5,9.7,83.6,0.196,0.076,28.19,26.31,0.256,0.053,10882,0.149,24,33455,0.644,11.4,
AL,South,East South Central,Etowah County,1055,01055,Region 16,1/1/2014,11524,0.227,5.2,5,0.09,0.26,0.318,7.088,0.338,0.286,0.107,0.35,569.5,54.6,0.169,72,44,75,92.72,0.83,0.56,0.75,0.55,0.072,0.31,,0.359,,434.65,78.2,12.79,0.026,0.144,0.866,0.269,104392,0.012,0.375,0.141,148,553.8,9.9,79.7,0.16,0.086,21.2,12.25,0.215,0.051,12275,0.188,56,35737,0.487,7.43,0.247
AL,South,East South Central,Etowah County,1055,01055,Region 16,1/1/2015,11057,0.227,5.2,5,0.09,0.26,0.338,6.8,0.322,0.437,0.107,0.301,705,53.7,0.167,76,46,98,88.46,0.84,0.58,0.765,0.535,0.065,0.281,4.67,0.385,15.806,497.87,73.8,12.79,0.026,0.145,0.862,0.27,103931,0.013,0.375,0.149,148,538.1,10,71.1,0.158,0.086,19.34,12.62,0.214,0.044,12060,0.188,60,38587,0.521,7.5,
AL,South,East South Central,Fayette County,1057,01057,Region 16,1/1/2014,11965,0.318,5.6,5.2,0.1,0.141,0.364,7.704,0.321,0.172,,0.214,355,49.5,0.159,99,29,,100.79,0.82,0.61,0.825,0.389,0.08,0.275,,0.334,,138.94,114.4,12.47,0,0.096,0.847,0.322,16983,0.001,0.802,0.158,93.9,542.8,,89,0.167,0.013,42.13,10.53,0.2,0.05,10067,0.164,24,35720,0.483,,0.282
AL,South,East South Central,Fayette County,1057,01057,Region 16,1/1/2015,11627,0.318,5.6,5.2,0.1,0.141,0.363,7.6,0.306,0.288,,0.154,494.6,51.8,0.154,41,30,12,99.11,0.81,0.61,0.775,0.378,0.073,0.296,5.197,0.383,11.776,173.68,113.6,12.47,0,0.104,0.841,0.316,16909,0.001,0.802,0.176,93.9,562.1,,79.1,0.158,0.013,37.02,17.28,0.197,0.04,9878,0.164,24,35661,0.498,,
AL,South,East South Central,Franklin County,1059,01059,Region 16,1/1/2014,10556,0.24,5,4.4,0.09,0.245,0.343,7.703,0.374,0.225,,0.4,279.1,65.9,0.21,50,22,6,111.12,0.86,0.53,0.854,0.452,0.082,0.314,,0.324,,275.89,92.4,12.27,0,0.142,0.813,0.323,31761,0.056,0.704,0.142,50.4,546.5,10.4,70.5,0.155,0.036,29.73,14.18,0.268,0.071,11669,0.167,28,33173,0.57,,0.243
AL,South,East South Central,Franklin County,1059,01059,Region 16,1/1/2015,11761,0.24,5,4.4,0.09,0.245,0.335,7.5,0.334,0.588,,0.25,358.9,62.5,0.201,47,22,10,114.82,0.85,0.55,0.86,0.447,0.077,0.363,4.717,0.328,10.075,380.02,114.3,12.27,0,0.15,0.816,0.333,31532,0.06,0.704,0.128,50.4,575.1,8.6,79.5,0.149,0.036,27.21,17.68,0.26,0.058,11628,0.167,32,33332,0.576,,
AL,South,East South Central,Geneva County,1061,01061,Insuff Data,1/1/2014,9114,0.283,4.3,3.4,0.09,0.325,0.34,8.024,0.345,0.201,0.126,0.259,429.4,52.3,0.184,19,7,11,103.45,0.87,0.59,0.766,0.505,0.069,0.358,,0.433,,352.5,88.9,12.52,0,0.143,0.818,0.397,26931,0.013,0.896,0.136,143.8,459.2,,70.9,0.153,0.009,32.53,5.42,0.231,0.057,10933,0.224,26,33347,0.541,8.13,0.244
AL,South,East South Central,Geneva County,1061,01061,Insuff Data,1/1/2015,9086,0.283,4.3,3.4,0.09,0.325,0.345,7.7,0.313,0.324,0.126,0.25,453,53.8,0.19,22,7,15,87.5,0.87,0.62,0.83,0.48,0.065,0.382,4.838,0.449,8.912,320.11,83,12.52,0,0.144,0.839,0.427,26727,0.011,0.896,0.134,143.8,480.2,,58.8,0.155,0.009,26.82,6.97,0.243,0.049,10333,0.224,26,35378,0.553,8.1,
AL,South,East South Central,Greene County,1063,01063,Region 16,1/1/2014,10935,0.271,5.1,5.3,0.16,0.181,0.479,3.021,0.365,0.016,,0.2,1636.6,52.7,0.177,34,11,11,116.21,0.84,0.53,0.675,0.376,0.114,0.482,,0.495,,1111.29,82,12.87,0.314,0.22,0.729,0.395,8876,0.001,1,0.194,242.8,487.3,,,0.3,0.21,33.49,,0.225,0.056,9236,0.164,11,24592,0.873,18.27,
AL,South,East South Central,Greene County,1063,01063,Region 16,1/1/2015,11968,0.271,5.1,5.3,0.16,0.181,0.481,2.9,0.329,0.163,,0.37,1295.6,51.3,0.16,34,11,11,102.21,0.87,0.6,0.625,0.386,0.101,0.505,4.692,0.536,9.013,1113.41,72.7,12.87,0.314,0.186,0.745,0.488,8744,0.001,1,0.188,242.8,530.9,,,0.275,0.21,28.07,,0.206,0.043,9557,0.164,23,25864,0.878,20.8,
AL,South,East South Central,Hale County,1065,01065,Region 16,1/1/2014,13943,0.211,3.9,4.1,0.14,,0.416,6.303,0.383,0.179,,0.44,1199.7,44.5,0.191,6,13,25,83.21,0.77,0.56,0.67,0.409,0.099,0.387,,0.549,,415.06,82.8,12.92,0.244,0.165,0.828,0.431,15388,0.004,0.892,0.163,283.7,594.7,,91.4,0.243,0.002,42.88,,0.245,0.058,9673,,26,31025,0.676,15.75,
AL,South,East South Central,Hale County,1065,01065,Region 16,1/1/2015,10098,0.211,3.9,4.1,0.14,,0.362,6.1,0.346,0.613,,0.478,1429.7,43.6,0.161,13,13,19,72.06,0.77,0.54,0.71,0.428,0.099,0.388,5.396,0.605,5.199,169.64,78.6,12.92,0,0.18,0.835,0.404,15406,0.004,0.892,0.149,283.7,523.3,,,0.229,0.002,34.92,,0.209,0.042,9898,,26,33597,0.612,13.3,
AL,South,East South Central,Henry County,1067,01067,Insuff Data,1/1/2014,9577,0.184,4,3.5,0.09,0.17,0.346,7.957,0.303,0.304,,0.385,654.7,49,0.174,29,29,11,51.68,0.85,0.56,0.72,0.564,0.073,0.292,,0.326,,311.42,87.5,12.46,0.232,0.118,0.881,0.425,17287,0.01,0.878,0.143,172.6,456,,,0.156,0.01,31.88,,0.218,0.06,10082,0.115,12,37108,0.534,,0.163
AL,South,East South Central,Henry County,1067,01067,Insuff Data,1/1/2015,10462,0.184,4,3.5,0.09,0.17,0.341,7.6,0.298,0.301,,0.364,566.9,46.8,0.167,29,29,17,53.11,0.86,0.53,0.7,0.601,0.068,0.287,5.54,0.307,17.354,318.2,83.4,12.46,0,0.128,0.869,0.337,17296,0.011,0.878,0.147,172.6,488.4,,89.8,0.158,0.01,21.59,9.13,0.212,0.05,9678,0.115,17,41590,0.544,10.7,
AL,South,East South Central,Houston County,1069,01069,Region 16,1/1/2014,8370,0.207,4.5,4.3,0.09,0.184,0.349,7.022,0.331,0.316,0.133,0.324,776.6,55.1,0.162,76,57,87,58.83,0.86,0.64,0.711,0.537,0.07,0.289,,0.407,,534.04,65.1,12.37,0,0.127,0.877,0.243,103402,0.007,0.338,0.13,315.8,414.9,8.9,69.9,0.17,0.073,17.17,8.51,0.208,0.046,9923,0.158,76,40609,0.536,5.43,0.198
